"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: A Sequest HT"	"Score Sequest HT: B Sequest HT"	"Score Sequest HT: C Sequest HT"	"Score Sequest HT: D Sequest HT"	"Score Sequest HT: E Sequest HT"	"Score Sequest HT: F Sequest HT"	"Score Sequest HT: G Sequest HT"	"Score Sequest HT: H Sequest HT"	"Score Sequest HT: I Sequest HT"	"Score Sequest HT: J Sequest HT"	"Score Sequest HT: K Sequest HT"	"Score Sequest HT: L Sequest HT"	"Score Sequest HT: M Sequest HT"	"Score Sequest HT: N Sequest HT"	"Score Sequest HT: O Sequest HT"	"Score Sequest HT: P Sequest HT"	"# Peptides (by Search Engine): A Sequest HT"	"# Peptides (by Search Engine): B Sequest HT"	"# Peptides (by Search Engine): C Sequest HT"	"# Peptides (by Search Engine): D Sequest HT"	"# Peptides (by Search Engine): E Sequest HT"	"# Peptides (by Search Engine): F Sequest HT"	"# Peptides (by Search Engine): G Sequest HT"	"# Peptides (by Search Engine): H Sequest HT"	"# Peptides (by Search Engine): I Sequest HT"	"# Peptides (by Search Engine): J Sequest HT"	"# Peptides (by Search Engine): K Sequest HT"	"# Peptides (by Search Engine): L Sequest HT"	"# Peptides (by Search Engine): M Sequest HT"	"# Peptides (by Search Engine): N Sequest HT"	"# Peptides (by Search Engine): O Sequest HT"	"# Peptides (by Search Engine): P Sequest HT"	"# Protein Pathway Groups"	"# Razor Peptides"	"Abundance Ratio: (F2) / (F1)"	"Abundance Ratio: (F3) / (F1)"	"Abundance Ratio: (F4) / (F1)"	"Abundance Ratio: (F5) / (F1)"	"Abundance Ratio: (F6) / (F1)"	"Abundance Ratio: (F7) / (F1)"	"Abundance Ratio: (F8) / (F1)"	"Abundance Ratio: (F9) / (F1)"	"Abundance Ratio: (F10) / (F1)"	"Abundance Ratio: (F11) / (F1)"	"Abundance Ratio: (F12) / (F1)"	"Abundance Ratio: (F13) / (F1)"	"Abundance Ratio: (F14) / (F1)"	"Abundance Ratio: (F15) / (F1)"	"Abundance Ratio: (F16) / (F1)"	"Abundances (Normalized): F1: Sample"	"Abundances (Normalized): F2: Sample"	"Abundances (Normalized): F3: Sample"	"Abundances (Normalized): F4: Sample"	"Abundances (Normalized): F5: Sample"	"Abundances (Normalized): F6: Sample"	"Abundances (Normalized): F7: Sample"	"Abundances (Normalized): F8: Sample"	"Abundances (Normalized): F9: Sample"	"Abundances (Normalized): F10: Sample"	"Abundances (Normalized): F11: Sample"	"Abundances (Normalized): F12: Sample"	"Abundances (Normalized): F13: Sample"	"Abundances (Normalized): F14: Sample"	"Abundances (Normalized): F15: Sample"	"Abundances (Normalized): F16: Sample"	"Abundance: F1: Sample"	"Abundance: F2: Sample"	"Abundance: F3: Sample"	"Abundance: F4: Sample"	"Abundance: F5: Sample"	"Abundance: F6: Sample"	"Abundance: F7: Sample"	"Abundance: F8: Sample"	"Abundance: F9: Sample"	"Abundance: F10: Sample"	"Abundance: F11: Sample"	"Abundance: F12: Sample"	"Abundance: F13: Sample"	"Abundance: F14: Sample"	"Abundance: F15: Sample"	"Abundance: F16: Sample"	"Abundances Count: F1: Sample"	"Abundances Count: F2: Sample"	"Abundances Count: F3: Sample"	"Abundances Count: F4: Sample"	"Abundances Count: F5: Sample"	"Abundances Count: F6: Sample"	"Abundances Count: F7: Sample"	"Abundances Count: F8: Sample"	"Abundances Count: F9: Sample"	"Abundances Count: F10: Sample"	"Abundances Count: F11: Sample"	"Abundances Count: F12: Sample"	"Abundances Count: F13: Sample"	"Abundances Count: F14: Sample"	"Abundances Count: F15: Sample"	"Abundances Count: F16: Sample"	"Found in Sample: [S1] F1: Sample"	"Found in Sample: [S2] F2: Sample"	"Found in Sample: [S3] F3: Sample"	"Found in Sample: [S4] F4: Sample"	"Found in Sample: [S5] F5: Sample"	"Found in Sample: [S6] F6: Sample"	"Found in Sample: [S7] F7: Sample"	"Found in Sample: [S8] F8: Sample"	"Found in Sample: [S9] F9: Sample"	"Found in Sample: [S10] F10: Sample"	"Found in Sample: [S11] F11: Sample"	"Found in Sample: [S12] F12: Sample"	"Found in Sample: [S13] F13: Sample"	"Found in Sample: [S14] F14: Sample"	"Found in Sample: [S15] F15: Sample"	"Found in Sample: [S16] F16: Sample"	"# Protein Groups"	"Modifications"
"-3973589334991488607"	"False"	"High"	"IsMasterProtein"	"P04264"	"Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6"	"0.000"	"889.967"	"73"	"61"	"1001"	"53"	"644"	"66.0"	"8.12"	"224.42"	"227.88"	"234.18"	"287.10"	"167.18"	"243.20"	"272.53"	"147.66"	"174.67"	"551.73"	"147.91"	"257.80"	"214.23"	"250.56"	"230.42"	"299.77"	"36"	"35"	"35"	"39"	"31"	"39"	"35"	"30"	"28"	"46"	"29"	"37"	"39"	"36"	"41"	"38"	"0"	"9"	"1.111"	"1.071"	"1.369"	"0.817"	"0.870"	"1.353"	"0.682"	"0.599"	"3.771"	"0.599"	"1.134"	"4.853"	"1.057"	"5.860"	"6.923"	"1985395429.79206"	"2158817293.23213"	"2429318770.90979"	"3271715887.41686"	"1702116495.1106"	"2036688406.43689"	"3002271180.75382"	"1251682207.4289"	"1261588750.52087"	"7777320445.16397"	"1186355605.63676"	"2558923073.77943"	"12375610625.3848"	"2569928331.12006"	"15022920612.183"	"23053037933.8649"	"851747505.636719"	"2046916503.09375"	"1416146755.28906"	"2498685718.25781"	"759877360.470825"	"2036688406.43689"	"1520784922.18164"	"788344447.597656"	"639331651.025391"	"7681434674.64063"	"632278713.74292"	"1656562702.86523"	"659904294.098755"	"947045911.003906"	"1245376210.92358"	"1215562854.89185"	"56"	"64"	"60"	"67"	"51"	"66"	"63"	"60"	"52"	"69"	"57"	"64"	"63"	"59"	"61"	"63"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8498450919961846637"	"False"	"High"	"IsMasterProtein"	"Q14315"	"Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3"	"0.000"	"1021.523"	"49"	"109"	"964"	"96"	"2725"	"290.8"	"5.97"	"289.73"	"233.08"	"386.85"	"221.99"	"229.88"	"231.80"	"338.79"	"263.36"	"287.42"	"267.41"	"355.81"	"260.55"	"2.90"	"249.14"	"3.04"	"2.74"	"58"	"46"	"73"	"43"	"50"	"45"	"61"	"58"	"53"	"51"	"63"	"57"	"1"	"53"	"1"	"1"	"0"	"5"	"0.555"	"1.125"	"0.504"	"1.018"	"0.540"	"1.324"	"0.591"	"1.186"	"0.527"	"1.236"	"0.627"	"0.357"	"1.118"	"0.887"	"0.360"	"1253886807.9271"	"718008078.671163"	"1545176221.44216"	"723730701.35313"	"1399033095.81916"	"744002599.268555"	"1836006146.40882"	"824845953.891002"	"1485985820.33869"	"708583854.055204"	"1696152265.60907"	"858047554.015408"	"310703698.354919"	"1417912402.44789"	"307840983.760697"	"232468802.31269"	"537925566.351563"	"680790630.21875"	"900744817.25"	"552730013.71875"	"624571572.578125"	"744002599.268555"	"930019407.4375"	"519511042.03125"	"753048699.526855"	"699847797.8125"	"903979353"	"555471788.046875"	"16567643.4838867"	"522515794.171875"	"25519527.6484375"	"12257839.5881348"	"93"	"82"	"102"	"92"	"92"	"90"	"98"	"99"	"93"	"90"	"99"	"98"	"23"	"81"	"18"	"23"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"6753985911223903494"	"False"	"High"	"IsMasterProtein"	"P68032"	"Actin, alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1"	"0.000"	"425.511"	"77"	"32"	"852"	"1"	"377"	"42.0"	"5.39"	"111.56"	"214.61"	"128.50"	"220.69"	"126.21"	"233.75"	"122.02"	"240.62"	"140.10"	"294.02"	"147.26"	"237.07"	"30.95"	"114.49"	"41.47"	"43.47"	"15"	"22"	"15"	"23"	"16"	"23"	"18"	"24"	"16"	"27"	"17"	"21"	"6"	"13"	"4"	"4"	"0"	"14"	"3.013"	"2.261"	"1.806"	"0.605"	"3.996"	"1.378"	"5.744"	"0.889"	"7.826"	"2.924"	"3.642"	"86.044"	"0.827"	"61.879"	"36.190"	"40334576.5418355"	"973633681.198192"	"219110638.685355"	"1521163031.8591"	"36322739.0879582"	"1353992387.6875"	"80248656.208692"	"1434030510.06276"	"84122777.9785369"	"1265984855.403"	"125035815.742678"	"1454768257.45768"	"37781812.155062"	"30085855.1775362"	"23995907.250714"	"87514451.3460861"	"17303794.7226563"	"923166057.757813"	"127728326.039063"	"1161747680.3125"	"16215592.2832031"	"1353992387.6875"	"40649541.3105469"	"903192506.519531"	"42630654.8085938"	"1250376660.5"	"66638943.984375"	"941769161.140625"	"2014638.375"	"11086957.4765625"	"1989222.5234375"	"4614546.53515625"	"7"	"10"	"7"	"9"	"6"	"12"	"8"	"13"	"8"	"13"	"8"	"13"	"2"	"6"	"1"	"4"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"6480137070562712140"	"False"	"High"	"IsMasterProtein"	"P07437"	"Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2"	"0.000"	"749.609"	"85"	"32"	"848"	"6"	"444"	"49.6"	"4.89"	"189.82"	"273.50"	"235.88"	"262.13"	"191.41"	"345.87"	"219.45"	"275.52"	"205.53"	"302.60"	"206.12"	"259.46"	"12.92"	"173.21"	"2.71"	"0.00"	"21"	"30"	"27"	"29"	"22"	"30"	"24"	"29"	"22"	"27"	"23"	"26"	"4"	"20"	"1"	"1"	"0"	"3"	"0.774"	"0.861"	"0.734"	"0.720"	"0.811"	"0.934"	"0.721"	"0.870"	"0.757"	"1.018"	"0.704"	"0.099"	"1.156"	"0.020"	"0.085"	"621230598.461266"	"461192021.581707"	"488831844.447672"	"483536499.721627"	"493973957.755201"	"450481667.572266"	"531457139.760257"	"456512896.690488"	"530624078.412055"	"428812708.132993"	"604549127.677896"	"460711001.362905"	"51170928.041241"	"748322693.04302"	"7427339.5059275"	"15345559.6152231"	"266511952.59375"	"437286454.5"	"284959569.195313"	"369288100.705078"	"220525227.408691"	"450481667.572266"	"269206862.496094"	"287524585.095703"	"268902816.377319"	"423525921.09375"	"322199805.038574"	"298249161.71875"	"2728585.77807617"	"275764867.827637"	"615714.625"	"809155.4921875"	"8"	"10"	"9"	"10"	"6"	"11"	"7"	"11"	"8"	"11"	"8"	"11"	"4"	"7"	"1"	"2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"1"	""
"491541445040481155"	"False"	"High"	"IsMasterProtein"	"P02545"	"Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1"	"0.000"	"685.653"	"79"	"70"	"843"	"68"	"664"	"74.1"	"7.02"	"181.72"	"216.99"	"215.86"	"232.13"	"201.27"	"247.67"	"168.24"	"279.15"	"200.94"	"288.46"	"189.22"	"260.42"	"18.09"	"206.73"	"7.82"	""	"37"	"46"	"45"	"47"	"42"	"47"	"37"	"55"	"41"	"49"	"40"	"47"	"6"	"37"	"2"	""	"0"	"2"	"0.752"	"0.926"	"0.847"	"0.982"	"0.847"	"0.765"	"1.085"	"1.048"	"0.958"	"0.826"	"0.951"	"0.030"	"1.425"	"0.097"	"0.068"	"3160745400.67636"	"2596843923.37516"	"2729133887.4575"	"2777484992.76805"	"3330229951.78632"	"2646040060.30469"	"2374126939.23091"	"3524573506.8879"	"3335727302.14893"	"3367941936.15908"	"2579004952.28204"	"3288638905.19781"	"342529109.235687"	"4590434859.1492"	"349441022.377331"	"752467741.016358"	"1355980259.94287"	"2462238328.07874"	"1590920938.72266"	"2121230058.75806"	"1486717479.55762"	"2646040060.30469"	"1202601708.89063"	"2219874931.36328"	"1690436794.53613"	"3326418932.20117"	"1374503501.49463"	"2128956751.12891"	"18264668.8620605"	"1691624046.64893"	"28968104.6464844"	"39676845.9804688"	"62"	"76"	"65"	"77"	"65"	"80"	"62"	"79"	"60"	"77"	"65"	"77"	"26"	"65"	"16"	"10"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"1"	"Acetyl [N-Term]"
"-6534557055474382647"	"False"	"High"	"IsMasterProtein"	"P63267"	"Actin, gamma-enteric smooth muscle OS=Homo sapiens OX=9606 GN=ACTG2 PE=1 SV=1"	"0.000"	"384.156"	"78"	"31"	"804"	"1"	"376"	"41.9"	"5.48"	"111.56"	"198.27"	"123.18"	"199.20"	"126.21"	"199.28"	"116.86"	"212.82"	"135.64"	"252.18"	"140.86"	"218.14"	"30.95"	"114.49"	"41.47"	"43.47"	"15"	"21"	"14"	"22"	"16"	"21"	"17"	"23"	"15"	"26"	"16"	"20"	"6"	"13"	"4"	"4"	"0"	"0"	"2.127"	"1.011"	"3.842"	"1.069"	"4.031"	"1.367"	"4.020"	"1.446"	"3.636"	"1.567"	"3.904"	"0.010"	"0.010"	"1.323"	"0.010"	"7498443.11005576"	"15948995.8359523"	"7577968.1894436"	"28807383.1006285"	"8015906.95354397"	"30225269.125"	"10252571.2333801"	"30142310.7486581"	"10845828.7536139"	"27264660.6501934"	"11750295.177114"	"29277093.7936114"	""	""	"9918711.21674862"	""	"3216880.6875"	"15122290.75"	"4417499.75"	"22000870.25"	"3578548.375"	"30225269.125"	"5193386.875"	"18984470"	"5496309"	"26928517.5"	"6262423.75"	"18953028.375"	""	""	"822245.375"	""	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	""	""	"1"	""	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"1"	""
"6674387397432112473"	"False"	"High"	"IsMasterProtein"	"P68371"	"Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1"	"0.000"	"684.232"	"84"	"32"	"794"	"2"	"445"	"49.8"	"4.89"	"170.10"	"252.50"	"228.75"	"241.94"	"178.22"	"310.15"	"235.69"	"260.80"	"194.43"	"295.37"	"199.86"	"264.42"	"4.88"	"134.00"	""	"0.00"	"20"	"27"	"24"	"28"	"21"	"29"	"26"	"27"	"21"	"28"	"22"	"26"	"3"	"18"	""	"1"	"0"	"56"	"0.910"	"1.236"	"0.742"	"0.844"	"1.034"	"1.175"	"0.733"	"0.946"	"0.844"	"1.195"	"0.698"	"0.077"	"1.064"	"0.046"	"0.090"	"1494137345.00014"	"1398958307.51849"	"2104993333.77247"	"1372408871.5336"	"1288498353.89535"	"1558643245.84375"	"1740319345.466"	"1357424126.36158"	"1411806327.53927"	"1351594555.28471"	"1664107746.99389"	"1193615806.3528"	"95712646.8807107"	"1533362779.57586"	"36548450.4814987"	"86275568.8162543"	"640994603.6875"	"1326444278.4375"	"1227084528.89063"	"1048140659.1875"	"575225450.75"	"1558643245.84375"	"881549753.84375"	"854943664.375"	"715456974.34375"	"1334930887.34375"	"886900943.359375"	"772707646.671875"	"5103682.44348145"	"565060485.5"	"3029808.38085938"	"4549221.5402832"	"42"	"53"	"51"	"51"	"45"	"54"	"49"	"53"	"49"	"53"	"50"	"54"	"20"	"46"	"12"	"17"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"5579729439990208910"	"False"	"High"	"IsMasterProtein"	"P06733"	"Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2"	"0.000"	"719.776"	"81"	"39"	"771"	"35"	"434"	"47.1"	"7.39"	"170.46"	"310.45"	"208.33"	"292.87"	"159.71"	"286.31"	"181.15"	"276.92"	"162.30"	"324.53"	"250.50"	"294.74"	"35.23"	"174.08"	"19.35"	"17.64"	"20"	"34"	"23"	"34"	"22"	"31"	"20"	"30"	"20"	"35"	"24"	"31"	"8"	"20"	"5"	"4"	"0"	"6"	"0.914"	"0.957"	"0.892"	"0.920"	"0.891"	"1.143"	"0.860"	"1.028"	"0.876"	"1.429"	"0.868"	"0.930"	"1.620"	"0.611"	"0.774"	"1764392412.55492"	"2009309814.43233"	"2024639475.47401"	"1981868457.21993"	"2020694478.16215"	"1998593929.07666"	"2057802193.80952"	"1850699843.78417"	"1916640708.46243"	"1837630123.3773"	"2274398042.73662"	"1896259623.77962"	"623749495.086623"	"2776227897.39062"	"812765677.293392"	"323960531.249466"	"756935779.042969"	"1905158640.28125"	"1180243061.61719"	"1513599157.11719"	"902100408.98761"	"1998593929.07666"	"1042369046.88672"	"1165622501.74829"	"971290420.953613"	"1814974173.74023"	"1212160554.70068"	"1227576162.75781"	"33260174.6054688"	"1023069494.35156"	"67376981.1933594"	"17082103.8583984"	"47"	"55"	"51"	"55"	"47"	"54"	"49"	"56"	"49"	"57"	"54"	"55"	"21"	"44"	"16"	"19"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"682895518506643546"	"False"	"High"	"IsMasterProtein"	"P11021"	"Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2"	"0.000"	"630.044"	"58"	"47"	"765"	"45"	"654"	"72.3"	"5.16"	"183.66"	"273.23"	"258.62"	"263.18"	"181.07"	"233.75"	"198.86"	"234.57"	"180.56"	"221.69"	"214.69"	"269.45"	"2.57"	"164.77"	""	"1.77"	"25"	"39"	"36"	"38"	"23"	"35"	"28"	"35"	"25"	"35"	"31"	"37"	"1"	"23"	""	"1"	"0"	"3"	"0.704"	"1.063"	"0.868"	"0.934"	"0.851"	"0.975"	"0.827"	"0.905"	"0.831"	"1.043"	"0.868"	"0.460"	"0.956"	"0.391"	"0.607"	"1625643019.61329"	"1248589236.89432"	"1668396314.79668"	"1483367891.98645"	"1423030313.30567"	"1320954368.6875"	"1472822529.96114"	"1597305480.95311"	"1404467620.87573"	"1391742537.05382"	"1664847354.49421"	"1562393857.47469"	"763369749.269168"	"1713831403.37526"	"670635824.881628"	"1099301472.41291"	"697411390.3125"	"1183869483.8125"	"972574721.78125"	"1132882650.625"	"635284671.4375"	"1320954368.6875"	"746050626.929688"	"1006027647.875"	"711737959.375"	"1374583888.84375"	"887295123.71875"	"1011442437.64063"	"40705141.0048828"	"631565091.9375"	"55594642.6171875"	"57965030.0332031"	"52"	"61"	"55"	"59"	"44"	"60"	"55"	"57"	"49"	"61"	"59"	"57"	"24"	"45"	"14"	"19"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"1"	""
"-4155367153969888648"	"False"	"High"	"IsMasterProtein"	"P13645"	"Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6"	"0.000"	"577.905"	"59"	"43"	"740"	"35"	"584"	"58.8"	"5.21"	"115.64"	"166.50"	"143.81"	"205.63"	"143.31"	"206.45"	"162.00"	"153.08"	"109.18"	"301.69"	"99.24"	"191.80"	"174.06"	"200.75"	"146.17"	"130.62"	"18"	"26"	"23"	"30"	"23"	"31"	"25"	"27"	"18"	"34"	"19"	"29"	"30"	"29"	"26"	"23"	"0"	"14"	"1.298"	"1.364"	"1.538"	"0.993"	"1.478"	"1.410"	"1.149"	"0.738"	"2.450"	"0.784"	"1.597"	"6.993"	"1.328"	"7.054"	"6.309"	"1378516422.41543"	"1724116367.54569"	"1973824109.17148"	"2174831187.95363"	"1399501389.52392"	"2141024015.2793"	"2168060208.76176"	"1503062692.62319"	"1100502109.39384"	"3064091426.74022"	"1142280268.90047"	"2201177100.04709"	"10898135062.5306"	"1614415244.41478"	"8256490833.38701"	"7442823971.32554"	"591392478.623047"	"1634747996.99219"	"1150620758.86719"	"1660969294.38818"	"624780633.347656"	"2141024015.2793"	"1098219673.49365"	"946670905.033203"	"557698243.793945"	"3026314563.94043"	"608788373.167969"	"1424969716.24609"	"581120911.373901"	"594929180.464355"	"684449950.515625"	"392452412.605957"	"52"	"52"	"49"	"55"	"48"	"57"	"48"	"52"	"43"	"56"	"42"	"53"	"55"	"53"	"52"	"49"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-1213395878895108528"	"False"	"High"	"IsMasterProtein"	"P26038"	"Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3"	"0.000"	"704.966"	"77"	"59"	"730"	"43"	"577"	"67.8"	"6.40"	"184.23"	"236.14"	"197.16"	"182.52"	"182.83"	"224.16"	"204.67"	"200.79"	"187.16"	"238.34"	"180.69"	"168.55"	"4.21"	"157.54"	"4.18"	"2.87"	"33"	"43"	"39"	"37"	"25"	"37"	"31"	"36"	"26"	"41"	"28"	"33"	"2"	"28"	"2"	"1"	"0"	"22"	"0.768"	"0.895"	"0.657"	"0.807"	"0.618"	"0.982"	"0.562"	"0.954"	"0.615"	"0.921"	"0.519"	"0.016"	"0.733"	"0.275"	"0.040"	"1350004247.53618"	"890472800.509117"	"1156099077.68021"	"784246268.418823"	"1232455769.73284"	"904242192.796875"	"1218351051.33606"	"758958180.716088"	"1245349895.1232"	"858979814.978748"	"1102763692.88939"	"744164860.140772"	"35445762.8382385"	"1079835595.76571"	"238007053.166197"	"37832364.8892633"	"579160570.828125"	"844315763.373047"	"673936239.761719"	"598947163.484375"	"550206310.726563"	"904242192.796875"	"617149416.972656"	"478013080.457031"	"631102333.644531"	"848389542.660156"	"587727664.445313"	"481747874.613281"	"1890073.2911377"	"397930896.804688"	"19730405.9375"	"1994861.484375"	"66"	"77"	"74"	"76"	"65"	"79"	"70"	"76"	"71"	"79"	"72"	"76"	"23"	"60"	"16"	"22"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7048585715635486560"	"False"	"High"	"IsMasterProtein"	"Q13885"	"Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1"	"0.000"	"582.793"	"75"	"29"	"723"	"5"	"445"	"49.9"	"4.89"	"152.90"	"222.83"	"192.35"	"205.95"	"156.45"	"295.97"	"184.25"	"230.11"	"173.02"	"273.00"	"167.92"	"210.62"	"2.53"	"132.39"	"2.71"	"0.00"	"18"	"23"	"23"	"25"	"20"	"26"	"22"	"25"	"19"	"26"	"20"	"23"	"2"	"15"	"1"	"1"	"0"	"3"	"0.978"	"1.018"	"0.933"	"0.696"	"1.015"	"1.455"	"0.949"	"1.373"	"0.894"	"0.943"	"0.906"	"4.577"	"0.768"	"1.446"	"1.541"	"114979167.12296"	"72055561.8399093"	"79139980.1543191"	"73996004.0435745"	"86850189.8622167"	"54460858.6875"	"110653494.180709"	"57212761.0439147"	"89602163.0790101"	"55804222.8026972"	"97977472.1708168"	"50533690.9080031"	"390077796.317852"	"70205048.4850657"	"279174182.692952"	"458070073.476495"	"49326807.8125"	"68320612"	"46133849.3125"	"56512473.84375"	"38772606.46875"	"54460858.6875"	"56050954.5625"	"36034196.40625"	"45407426.8125"	"55116218.375"	"52217960.4375"	"32713850.78125"	"20800106"	"25871306.71875"	"23143095.4609375"	"24153561.359375"	"8"	"10"	"8"	"9"	"7"	"8"	"9"	"7"	"8"	"8"	"7"	"8"	"3"	"7"	"4"	"3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"114843226561293462"	"False"	"High"	"IsMasterProtein"	"P67936"	"Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3"	"0.000"	"606.421"	"90"	"43"	"682"	"25"	"248"	"28.5"	"4.69"	"220.91"	"210.62"	"192.37"	"225.97"	"217.11"	"248.54"	"185.39"	"225.24"	"215.98"	"222.50"	"186.12"	"228.16"	""	"201.76"	"4.71"	"4.86"	"30"	"31"	"27"	"35"	"31"	"33"	"27"	"32"	"31"	"30"	"25"	"34"	""	"28"	"1"	"1"	"0"	"24"	"0.883"	"0.862"	"1.012"	"1.206"	"0.762"	"0.822"	"0.885"	"0.997"	"0.800"	"0.911"	"1.076"	"0.010"	"1.126"	"0.245"	"0.043"	"1865595949.29385"	"1745801924.68523"	"1665609614.94086"	"2190344742.23062"	"2662983359.777"	"1881159845.29321"	"1732013169.14951"	"2047851715.87363"	"2211290842.69279"	"1797472799.0201"	"1717995602.66335"	"2213795805.2271"	"40135793.124498"	"2825380023.75899"	"31754429.3066933"	"84681707.7861957"	"800352752.148438"	"1655309498.38782"	"970950243.344727"	"1672817357.55908"	"1188837997.99707"	"1881159845.29321"	"877342303.236328"	"1289794262.57764"	"1120609409.97803"	"1775311944.83594"	"915620952.694824"	"1433138651.28516"	"2140159.62780762"	"1041182575.45605"	"2632391.65478516"	"4465178.89611816"	"45"	"48"	"44"	"48"	"42"	"47"	"47"	"46"	"44"	"46"	"50"	"46"	"12"	"41"	"8"	"10"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"-6605193621902288169"	"False"	"High"	"IsMasterProtein"	"P35908"	"Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens OX=9606 GN=KRT2 PE=1 SV=2"	"0.000"	"621.488"	"90"	"60"	"674"	"45"	"639"	"65.4"	"8.00"	"146.57"	"199.29"	"143.89"	"203.36"	"145.96"	"216.34"	"178.96"	"97.96"	"89.46"	"241.37"	"115.30"	"178.86"	"150.84"	"130.64"	"117.86"	"142.89"	"31"	"34"	"28"	"38"	"29"	"36"	"33"	"23"	"21"	"40"	"25"	"33"	"34"	"27"	"34"	"34"	"0"	"12"	"1.224"	"0.935"	"1.127"	"1.321"	"1.077"	"1.187"	"0.801"	"0.639"	"1.700"	"0.653"	"1.225"	"6.651"	"1.190"	"4.731"	"4.836"	"816957699.328802"	"1068880829.24132"	"896480562.530914"	"829504969.776367"	"1027690877.06077"	"912118417.107422"	"1074306602.72718"	"589860582.271563"	"454150753.269341"	"1172770764.22934"	"535520887.563062"	"899240971.93135"	"5969925379.99995"	"1039648291.31681"	"5777764927.84505"	"4990088103.23507"	"350480147.265625"	"1013476136.25"	"522594257.703125"	"633512289.125"	"458792940.015625"	"912118417.107422"	"544184447.328125"	"371510685.484375"	"230148652.46875"	"1158311796.10938"	"285410593.891113"	"582139053.046875"	"318334142.287109"	"383121447.882813"	"478967517.648438"	"263122186.25293"	"46"	"51"	"50"	"53"	"46"	"55"	"52"	"48"	"40"	"53"	"48"	"54"	"58"	"44"	"52"	"57"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
